Sample_ID_IfH,Organism_Code,imipenem,amikacin,tetracycline,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim/sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin/tazobactam,tobramycin,cefoxitin,colistin,cefotaxime,cefalotin,cefuroxime,ampicillin,amoxicillin/clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime/avibactam,chloramphenicol,cefotetan,cefpodoxime,ceftazidime/clavulanic acid,minocycline,cefmetazole,ceftriaxone,cefoperazone/sulbactam,doripenem,cefozopran,ampicillin/sulbactam,piperacillin,imipenem/relebactam,cefepime_taniborbactam,ceftolozane/tazobactam,ceftaroline,cefazolin,polymyxin B,trimethoprim_sulfamethoxazole,piperacillin_tazobactam,extended spectrum beta lactamase,cefotaxime/clavulanic acid,doxycycline,nitrofurantoin,cephalothin,ofloxacin,kanamycin,nalidixic acid,carbenicillin,penicillin,streptomycin,erythromycin,neomycin,spectinomycin,rifampin,cefiderocol,ticarcillin/clavulanic acid,trimethoprim_sulfonamide,amoxicillin,aminogycosides,fluoroquinolones,beta-lactam,trimotheprim,cefoperazone,florfenicol,sulfamethoxazole,ceftriaxone/cefpodoxime
573.46333,EKP,>32,,,,128,,,,,,>64,,,,,256,,,,,128,8,>256,,,,,,64,,>256,,,,,>256,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
1284822.3,EKP,4,16,,>8,4,8,>8,>4/76,>4,>16,>2,>64/4,>8,,<=0.25,16,,,,,>16,0.5,,,,,,,4,,,,2,,,,,,,,,0.5,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.65906,EKP,,,,<=1,>16,1,<=0.5,,,>16,<=0.25,8,<=1,,<=1,>128,,16,,,>16,2,16,,16,<=1,>64,1,8,4,>64,>32/16,<=0.5,>16,32/16,>64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66212,EKP,,,,,,,,,,>=64,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574.66,EKP,<=0.5,<=4,,,>16,,4,>2/38,,8,4,,,,<=1,>128,,<=2,,,<=1,1,>16,,16,<=1,>64,<=0.12,4,<=0.5,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
574.11,EKP,<=0.5,,,>8,>16,<=0.5,,>2/38,,,,,,,<=1,>128,,4,,,2,1,<=4,,<=8,<=1,>64,<=0.12,4,1,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.17914,EKP,=16,,,,>32,>8,>8,,,,,>128/4,,,<=0.25,>64,,,>32,,=128,=1,,=1/4,,,,,,,>32,,>8,,>32/16,,,,=64/4,,>8,=0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24269,EKP,,,<2,,,,,=0.5/9.5,>8,,,,,>16,=1,=8,,,>32,>32/16,<1,<0.5,,,=8,,,<0.5/4,<4,,=2,,=8,,>32/16,,,,,,>8,=1,,,,=8/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66311,EKP,,,,4,>=32,>=16,,,,,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46371,EKP,16,>256,,,64,>32,,,,,64,,,>256,,128,,,,,64,1,>256,,,,,,8,,256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
1328393.3,EKP,<=1,<=2,,<=1,,<=0.25,<=0.25,<=20,<=0.25,,<=0.25,,,<=4,,<=1,,,>=32,,<=1,<=2,,,,,,,,,,,,,8,,,,,,<=2,,,,,,,32,<=1,,,,,,,,,,,,,,,,,,,,,,
72407.199,EKP,8,32,,,,>8,>8,>4/76,>4,>16,,>64/4,,,0.5,16,,,,,>16,0.5,,,,,,,8,,,,>2,,,,,,,,,1,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.66554,EKP,,,,<=1,>=32,,,,>=8,,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2855,EKP,<=0.5,<=4,,,,<=0.5,1,>2/38,,16,,<=4,,,<=1,>128,,>32,,,>16,1,16,,>16,8,>64,>32,4,32,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2429,EKP,,,,,,<=0.5,,>2/38,,,1,,4,,<=1,>128,,8,,,2,1,<=4,,<=8,<=1,>64,<=0.12,4,2,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24354,EKP,,<2,>32,<=4,,>=4,,>8/152,,>64,,>128/4,,,=2,>64,,,>32,>32/16,>128,>=8,,,,,,=32/4,,,>32,,=2,,,,,,,,>8,=2,,,,=8/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66434,EKP,,<=2,,>=16,,,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24351,EKP,,,>32,,,>8,>8,,,>64,>8,,,,=0.5,>64,,,>32,>32/16,>128,>=8,,,,,,=8/4,,,>32,,>=4,,,,,,,,>8,=0.5,,,,=4/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.7093,EKP,0.25,,,0.5,,,,,,,1,16,,16,,,,16,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.24404,EKP,>64,<1,<=4,<0.25,,,,>8/152,>8,>64,>8,,,,=0.5,>64,,,>32,>32/16,>128,<1,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=1,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2234,EKP,,,,,<=1,<=0.5,,>2/38,,,<=0.25,,,,<=1,<=0.5,,4,,,<=1,1,<=4,,16,<=1,<=0.5,<=0.12,8,1,<=0.5,<=8/4,<=0.5,<=1,16/8,32,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2415,EKP,<=0.5,<=4,,<=1,16,,,,,,,<=4,,,<=1,>128,,4,,,8,2,16,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,<=8/4,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.29956,EKP,<=1,<=4,,,,4,,>4/76,<=1,,2,,,,<=1,,,,,,,0.5,<=4,>16/4,<=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66074,EKP,<=0.5,<=4,,,4,,<=0.5,,,,<=0.25,,<=1,,<=1,16,,4,,,>16,1,<=4,,<=8,<=1,32,<=0.12,2,1,32,<=8/4,<=0.5,2,8/4,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66255,EKP,,<=2,,<=1,,,,,>=8,,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46364,EKP,,1,,,,>32,,,,,>64,,,256,,128,,,,,32,2,,,,,,,128,,256,,,,,>256,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
573.66321,EKP,,,,<=1,,>=16,,,>=8,>=64,>=4,,,,,32,>=64,>=64,>=32,>=32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.7061,EKP,0.059999999,,16,0.25,,,,,,,4,16,,32,,0.25,,32,,4,0.5,2,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,
72407.2647,EKP,1,<=4,,<=1,>16,2,<=0.5,,,,,,,,<=1,>128,,32,,,>16,1,>16,,<=8,16,>64,8,8,32,>64,>32/16,1,>16,>32/16,>64,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.7091,EKP,0.25,,16,0.25,,,,,,,0.25,16,,64,,0.5,,32,,1,1,4,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,
573.24343,EKP,,,,,,>8,>8,>8/152,>8,>64,,>128/4,>16,>=32,=2,>64,,,>32,>32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=2,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2803,EKP,,<=4,,,,,8,,,,>4,<=4,<=1,,<=1,16,,>32,,,>16,1,16,,16,>32,>64,16,2,>32,32,32/16,<=0.5,4,32/16,8,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
573.46354,EKP,>32,2,,,64,>32,16,,,,32,,,256,,128,,,,,32,0.5,>256,,,,,,1,,256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
573.29881,EKP,8,,,,,,,>4/76,>1,,>2,,,,>8,,,,,,,1,<=4,<=1/4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.194,EKP,,>32,,4,>16,,,>4/76,>4,,,,>8,,0.5,>32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,1,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.2208,EKP,,,,,4,,<=0.5,,,4,,<=4,,,<=1,32,,>32,,,16,1,<=4,,<=8,8,64,16,4,32,32,16/8,<=0.5,16,32/16,>64,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
573.46396,EKP,>32,>256,,,256,,32,,,,64,,,,,256,,,,,256,1,>256,,,,,,8,,>256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
72407.2856,EKP,<=0.5,,,,,<=0.5,,>2/38,,16,1,,,,<=1,>128,,>32,,,16,1,<=4,,>16,32,>64,>32,4,>32,>64,32/16,<=0.5,>16,>32/16,<=4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.167,EKP,8,32,,>8,,,,,>4,,>2,>64/4,,,4,>32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,4,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.4057,EKP,0.5,,256,1,,,,,,,1,64,,8,,,,4,,32,0.25,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.29965,EKP,>8,32,,<=1,,,,>4/76,>1,,,,,,>8,,,,,,,1,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46367,EKP,,,,,,,32,,,,>64,,,256,,>256,,,,,32,0.125,,,,,,,2,,>256,,,,,>256,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
72407.2483,EKP,,<=4,,,,2,,>2/38,,,1,,<=1,,<=1,>128,,>32,,,>16,1,>16,,>16,4,>64,8,2,32,>64,>32/16,2,>16,>32/16,32,,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,
573.24421,EKP,>64,<=16,=8,<=4,,>8,>8,,>8,,>8,,>16,>=32,=4,>64,,,>32,>32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=4,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66018,EKP,,<=4,,>8,,,<=0.5,,,,,<=4,,,<=1,16,,>32,,,4,1,>16,,<=8,16,32,16,2,32,2,<=8/4,<=0.5,<=1,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
573.66502,EKP,,,,>=16,>=32,,,,,>=64,>=4,,,8,,32,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24448,EKP,>=4,,>=16,,,>=4,,>8/152,,>64,,,,=16,=0.5,>64,,,>32,>=32/16,>128,<=2,,,,,,=16/4,,,>32,,<=1,,,,,,,,>8,=1,,,,=0.5/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2281,EKP,,,,<=1,<=1,,<=0.5,<=1/19,,,,<=4,,,<=1,16,,>32,,,>16,1,<=4,,>16,>32,>64,>32,4,>32,8,<=8/4,<=0.5,<=1,>32/16,>64,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2808,EKP,,,,<=1,8,,<=0.5,,,,1,<=4,,,<=1,>128,,8,,,>16,1,<=4,,<=8,<=1,>64,,2,2,>64,<=8/4,<=0.5,16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66282,EKP,,16,,,,,,,4,,,,,>=64,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24373,EKP,,,<=4,,,,>8,,>8,>64,,>128/4,=8,,=0.25,>64,,,>32,>32/16,>128,<1,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=0.25,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.12783,EKP,=8,>64,<=2,>16,>32,>8,,,>8,,,,,,<=0.25,>64,,,>32,=32/16,=128,=1,,,,,,,,,>32,,>8,,>32/16,,,,,,>8,<=0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2594,EKP,,<=4,,<=1,2,<=0.5,,>2/38,,,,>64,<=1,,<=1,<=0.5,,32,,,8,4,<=4,,<=8,<=1,4,2,>8,4,1,>32/16,<=0.5,<=1,>32/16,8,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2204,EKP,<=0.5,<=4,,,,,<=0.5,>2/38,,,1,<=4,,,<=1,>128,,4,,,>16,1,16,,<=8,<=1,>64,<=0.12,4,1,>64,32/16,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2657,EKP,,<=4,,,,,,,,16,,,4,,<=1,>128,,>32,,,16,1,<=4,,<=8,>32,>64,16,8,>32,>64,>32/16,2,>16,>32/16,8,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.4129,EKP,,,,0.5,,,,,,,128,,,32,,256,,256,,32,32,0.5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2192,EKP,<=0.5,<=4,,<=1,>16,,<=0.5,<=1/19,,,,<=4,<=1,,<=1,>128,,4,,,>16,<=0.25,16,,<=8,<=1,>64,,<=1,2,>64,32/16,<=0.5,>16,32/16,8,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2515,EKP,<=0.5,<=4,,,>16,<=0.5,,>2/38,,,,<=4,8,,<=1,>128,,8,,,8,1,>16,,>16,<=1,>64,1,>8,4,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2183,EKP,<=0.5,,,<=1,,<=0.5,,<=1/19,,>16,,,,,<=1,>128,,<=2,,,16,1,<=4,,<=8,<=1,>64,<=0.12,2,1,>64,<=8/4,<=0.5,>16,8/4,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.65944,EKP,,<=4,,<=1,>16,<=0.5,<=0.5,,,16,<=0.25,,,,<=1,>128,,<=2,,,8,1,<=4,,>16,<=1,>64,<=0.12,4,<=0.5,>64,16/8,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24376,EKP,,<1,,<0.25,>32,>8,<0.25,,,,,>128/4,<0.25,>=32,=0.5,>128,,,>32,>32/16,>128,<0.5,,,,,,=64/4,,,>32,,>=4,,,,,,,,>8,=1,,,,=64/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.1438,EKP,=256,=2,,,>128,=128,,,,,>16,,,,,>128,,,,,>64,=2,=256,,,,,,=16,,,,,,,,,,,,,=0.5,,,,,=32,,,,,,,,,,,,,,,,,,,,,,,,
72407.2307,EKP,<=0.5,<=4,,<=1,,<=0.5,,<=1/19,,,1,<=4,<=1,,<=1,>128,,<=2,,,<=1,1,16,,<=8,<=1,>64,<=0.12,<=1,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2546,EKP,<=0.5,<=4,,,4,,,<=1/19,,,,,<=1,,<=1,64,,8,,,>16,1,16,,>16,<=1,>64,,4,4,>64,<=8/4,<=0.5,8,8/4,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
1328399.3,EKP,,,,<=1,,32,,<=1,,,>2,>64,>8,,,,,,,,>32,,,,,,,,,,,,,,>16,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2291,EKP,,,,,16,<=0.5,>8,>2/38,,>16,>4,,,,<=1,>128,,>32,,,8,1,16,,>16,8,>64,16,4,>32,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
573.7089,EKP,0.5,,8,0.5,,,,,,,512,64,,64,,512,,256,,32,256,2,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.29904,EKP,>8,16,,4,,,,,>1,,>2,,,,>8,,,,,,,1,,8/4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2764,EKP,<=0.5,,,<=1,>16,<=0.5,<=0.5,<=1/19,,>16,<=0.25,<=4,<=1,,<=1,>128,,<=2,,,<=1,1,16,,<=8,<=1,>64,<=0.12,<=1,1,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4119,EKP,,,,,,,,,,,2,128,,,,64,,256,,128,256,2,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
574.87,EKP,,,,>8,>16,,,,,,,16,,,<=1,>128,,4,,,>16,1,16,,<=8,<=1,>64,<=0.12,4,2,>64,16/8,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2364,EKP,,,,,,,<=0.5,,,8,,,<=1,,<=1,64,,>32,,,>16,1,16,,<=8,32,>64,>32,<=1,32,32,16/8,<=0.5,>16,>32/16,>64,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
573.66518,EKP,,4,,>=16,,>=16,,,,>=64,,,,>=64,,32,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65951,EKP,,,,,,,,,,,,>64,,,>8,128,,<=2,,,>16,1,>16,,>16,<=1,>64,,>8,<=0.5,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.215,EKP,>8,32,,2,16,>8,>8,<=0.5/9.5,>4,>16,>2,>64/4,>8,,<=0.25,32,,,,,>16,2,,,,,,,8,,,,>2,,,,,,,,,0.5,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.236,EKP,2,<=4,,<=1,,<=1,1,>4/76,<=0.25,2,,>64/4,>8,,1,>32,,>32,,,4,2,>16,,16,8,16,4,>16,>32,2,>32/16,1,4,>32/16,>64,,,,,,1,,,,2,16,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.66494,EKP,,,,<=1,,,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.164,EKP,>8,32,,,,,,>4/76,,>16,>2,>64/4,>8,,>4,>32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,>4,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.29975,EKP,,<=4,,<=1,,128,,<=1/19,,,>2,,,,<=1,,,,,,,0.5,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29946,EKP,8,,,,,16,,>4/76,,,>2,,,,<=1,,,,,,,0.5,,2/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65981,EKP,,,,,,,,,,16,1,<=4,,,>8,>128,,<=2,,,16,1,16,,<=8,<=1,>64,<=0.12,2,<=0.5,>64,<=8/4,<=0.5,>16,8/4,<=4,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24385,EKP,,,>=16,>16,>=16,>8,,>8/152,>8,,,,>16,,=4,>32,,,>32,>32/16,>128,=4,,,,,,=64/4,,,>32,,>=4,,,,,,,,>8,=4,,,,=16/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.4106,EKP,0.5,,8,,,,,,,,0.059999999,,,32,,0.059999999,,32,,4,0.25,4,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,
573.4093,EKP,0.059999999,,2,128,,,,,,,16,16,,8,,256,,256,,16,64,0.5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66514,EKP,,,,>=16,,>=16,,,,>=64,>=4,,,32,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66521,EKP,,,,>=16,>=32,,,,>=8,>=64,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2512,EKP,,,,<=1,>16,<=0.5,,,,,<=0.25,<=4,<=1,,<=1,>128,,<=2,,,<=1,1,>16,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24429,EKP,<=1,,,<0.5,,=2,,>8/152,,,>8,,,>=32,=0.5,>64,,,>32,>=32/16,>128,<1,,,,,,=2/4,,,>32,,<=1,,,,,,,,>8,=1,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2386,EKP,<=0.5,<=4,,<=1,,,,,,4,,,<=1,,<=1,16,,16,,,4,1,>16,,>16,<=1,64,1,>8,2,32,<=8/4,<=0.5,4,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2878,EKP,1,,,,16,,,,,,1,,,,<=1,64,,>32,,,>16,1,<=4,,>16,4,>64,16,>8,>32,64,32/16,<=0.5,16,>32/16,8,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
573.46362,EKP,>32,2,,,64,,16,,,,,,,,,128,,,,,64,2,>256,,,,,,2,,256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
573.66492,EKP,,<=2,,,>=32,,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2273,EKP,,,,<=1,,,,,,2,,,,,<=1,<=0.5,,4,,,4,<=0.25,<=4,,<=8,<=1,<=0.5,,2,2,<=0.5,>32/16,<=0.5,<=1,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.5769,EKP,>=4,>64,>64,>64,>64,>=4,,>64/128,,>64,>16,>128/,>64,32,64,>32,,,>64,,>64,2,<=20,,>=16,,,,4,,,,,,>64/,,,,,>32,>64,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66238,EKP,,,,,>=32,,,,>=8,>=64,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66496,EKP,,,,,,,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2328,EKP,2,8,,,,,,>2/38,,,,>64,8,,<=1,>128,,>32,,,>16,4,>16,,>16,32,>64,1,>8,>32,>64,>32/16,1,>16,>32/16,>64,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
573.29951,EKP,,8,,<=1,,>128,,,>1,,>2,,,,>8,,,,,,,4,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66528,EKP,,<=2,,<=1,>=32,,,,>=8,,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66022,EKP,,<=4,,<=1,,<=0.5,<=0.5,<=1/19,,2,,16,,,<=1,16,,>32,,,>16,1,<=4,,16,>32,>64,>32,<=1,>32,16,16/8,<=0.5,8,>32/16,32,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
573.24361,EKP,,,,<0.25,>=16,>=4,,<0.5/9.5,,,>=4,,,,=2,>64,,,>32,>32/16,>128,<0.5,,,,,,=32/4,,,>32,,=2,,,,,,,,>8,=1,,,,=8/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.24388,EKP,<0.5,,,<0.25,>32,,,<0.25/4.75,,>64,,,,,=4,>64,,,>32,>=32/16,>128,=4,,,,,,=4/4,,,>32,,<0.12,,,,,,,,>8,=4,,,,=0.25/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66457,EKP,,,,,>=32,<=0.25,,,,,,,,<=4,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.67369,EKP,,,,2,,0.25,>8,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0.5,1.0,>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2395,EKP,,,,,>16,,2,>2/38,,>16,4,,<=1,,<=1,>128,,<=2,,,>16,1,16,,<=8,<=1,>64,<=0.12,<=1,1,>64,32/16,<=0.5,>16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.31601,EKP,>=32,>64,,<=1,16,,,,,,,,,,>16,>=64,,,>=32,>=32,>=64,4,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>320,,,,,,,,,
573.66227,EKP,,,,,>=32,>=16,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66481,EKP,,,,>=16,>=32,,,,,,,,,>=64,,>=64,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2641,EKP,,<=4,,>8,,<=0.5,,>2/38,,,,>64,4,,<=1,>128,,>32,,,>16,1,16,,>16,32,>64,>32,2,>32,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,
